usage_start,product_code,usage_type,resource_id,tier,nodepool,unblended_cost_usd
2026-09-04T13:00:00Z,AWSQueueService,EUC1-Requests-Tier1,arn:aws:sqs:eu-central-1:790348267926:simple-rag-stage-1-parsing,shared,,0.0
2026-09-04T13:00:00Z,AWSQueueService,EUC1-Requests-Tier1,arn:aws:sqs:eu-central-1:790348267926:simple-rag-cluster-karpenter-interruption,shared,,0.0
2026-09-04T13:00:00Z,AWSQueueService,EUC1-Requests-Tier1,arn:aws:sqs:eu-central-1:790348267926:simple-rag-stage-1-parsing,shared,,0.0
2026-09-04T13:00:00Z,AWSQueueService,EUC1-Requests-Tier1,arn:aws:sqs:eu-central-1:790348267926:simple-rag-stage-1-parsing-dlq,shared,,0.0
2026-09-04T13:00:00Z,AWSQueueService,EUC1-Requests-Tier1,arn:aws:sqs:eu-central-1:790348267926:simple-rag-stage-2-indexing,shared,,0.0
2026-09-04T13:00:00Z,AWSQueueService,EUC1-Requests-Tier1,arn:aws:sqs:eu-central-1:790348267926:simple-rag-stage-2-indexing-dlq,shared,,0.0
2026-09-04T13:00:00Z,AWSQueueService,EUC1-Requests-Tier1,arn:aws:sqs:eu-central-1:790348267926:simple-rag-cluster-karpenter-interruption,shared,,0.0
2026-09-04T13:00:00Z,AWSQueueService,EUC1-Requests-Tier1,arn:aws:sqs:eu-central-1:790348267926:simple-rag-cluster-karpenter-interruption,shared,,0.0
2026-09-04T13:00:00Z,AWSQueueService,EUC1-Requests-Tier1,arn:aws:sqs:eu-central-1:790348267926:simple-rag-stage-1-parsing,shared,,0.0
2026-09-04T13:00:00Z,AWSQueueService,EUC1-Requests-Tier1,arn:aws:sqs:eu-central-1:790348267926:simple-rag-stage-1-parsing-dlq,shared,,0.0
2026-09-04T13:00:00Z,AWSQueueService,EUC1-Requests-Tier1,arn:aws:sqs:eu-central-1:790348267926:simple-rag-stage-2-indexing,shared,,0.0
2026-09-04T13:00:00Z,AWSQueueService,EUC1-Requests-Tier1,arn:aws:sqs:eu-central-1:790348267926:simple-rag-stage-2-indexing-dlq,shared,,0.0
2026-09-04T13:00:00Z,AWSQueueService,EUC1-Requests-Tier1,arn:aws:sqs:eu-central-1:790348267926:simple-rag-stage-1-parsing,shared,,0.0
2026-09-04T13:00:00Z,AWSQueueService,EUC1-Requests-Tier1,arn:aws:sqs:eu-central-1:790348267926:simple-rag-stage-2-indexing,shared,,0.0
2026-09-04T13:00:00Z,AWSQueueService,EUC1-Requests-Tier1,arn:aws:sqs:eu-central-1:790348267926:simple-rag-cluster-karpenter-interruption,shared,,0.0
2026-09-04T13:00:00Z,AWSQueueService,EUC1-Requests-Tier1,arn:aws:sqs:eu-central-1:790348267926:simple-rag-stage-1-parsing,shared,,0.0
2026-09-04T13:00:00Z,AWSQueueService,EUC1-Requests-Tier1,arn:aws:sqs:eu-central-1:790348267926:simple-rag-cluster-karpenter-interruption,shared,,0.0
2026-09-04T13:00:00Z,AWSQueueService,EUC1-Requests-Tier1,arn:aws:sqs:eu-central-1:790348267926:simple-rag-stage-1-parsing,shared,,0.0
2026-09-04T13:00:00Z,AWSQueueService,EUC1-Requests-Tier1,arn:aws:sqs:eu-central-1:790348267926:simple-rag-cluster-karpenter-interruption,shared,,0.0
2026-09-04T13:00:00Z,AWSQueueService,EUC1-Requests-Tier1,arn:aws:sqs:eu-central-1:790348267926:simple-rag-stage-1-parsing,shared,,0.0
2026-09-04T13:00:00Z,AmazonEC2,EUC1-APS1-AWS-In-Bytes,arn:aws:ec2:eu-central-1:790348267926:natgateway/nat-08e283a51761f1e9b,shared,,0.0
2026-09-04T13:00:00Z,AmazonEC2,EUC1-EUW2-AWS-In-Bytes,arn:aws:ec2:eu-central-1:790348267926:natgateway/nat-08e283a51761f1e9b,shared,,0.0
2026-09-04T13:00:00Z,AmazonEC2,EUC1-EUW3-AWS-In-Bytes,arn:aws:ec2:eu-central-1:790348267926:natgateway/nat-08e283a51761f1e9b,shared,,0.0
2026-09-04T13:00:00Z,AmazonEC2,EUC1-USE1-AWS-In-Bytes,arn:aws:ec2:eu-central-1:790348267926:natgateway/nat-08e283a51761f1e9b,shared,,0.0
2026-09-04T13:00:00Z,AmazonEC2,EUC1-USE1-AWS-In-Bytes,arn:aws:ec2:eu-central-1:790348267926:natgateway/nat-08e283a51761f1e9b,shared,,0.0
2026-09-04T13:00:00Z,AmazonEC2,EUC1-USE2-AWS-In-Bytes,arn:aws:ec2:eu-central-1:790348267926:natgateway/nat-08e283a51761f1e9b,shared,,0.0
2026-09-04T13:00:00Z,AmazonEC2,EUC1-CloudFront-In-Bytes,arn:aws:ec2:eu-central-1:790348267926:natgateway/nat-08e283a51761f1e9b,shared,,0.0
2026-09-04T13:00:00Z,AmazonEC2,EUC1-CloudFront-Out-Bytes,arn:aws:ec2:eu-central-1:790348267926:natgateway/nat-08e283a51761f1e9b,shared,,0.0
2026-09-04T13:00:00Z,AmazonS3,DataTransfer-In-Bytes,qdrant-backups-simple-rag-ef15fcb37dd0,shared,,0.0
2026-09-04T13:00:00Z,AmazonEC2,EUC1-DataTransfer-In-Bytes,arn:aws:ec2:eu-central-1:790348267926:natgateway/nat-08e283a51761f1e9b,shared,,0.0
2026-09-04T13:00:00Z,AmazonEC2,EUC1-DataTransfer-In-Bytes,arn:aws:ec2:eu-central-1:790348267926:natgateway/nat-08e283a51761f1e9b,shared,,0.0
2026-09-04T13:00:00Z,AmazonEC2,EUC1-DataTransfer-In-Bytes,arn:aws:ec2:eu-central-1:790348267926:natgateway/nat-08e283a51761f1e9b,shared,,0.0
2026-09-04T13:00:00Z,AmazonEC2,EUC1-DataTransfer-In-Bytes,arn:aws:ec2:eu-central-1:790348267926:natgateway/nat-08e283a51761f1e9b,shared,,0.0
2026-09-04T13:00:00Z,AmazonEC2,EUC1-DataTransfer-In-Bytes,arn:aws:ec2:eu-central-1:790348267926:natgateway/nat-08e283a51761f1e9b,shared,,0.0
2026-09-04T13:00:00Z,AmazonEC2,EUC1-DataTransfer-In-Bytes,arn:aws:ec2:eu-central-1:790348267926:natgateway/nat-08e283a51761f1e9b,shared,,0.0
2026-09-04T13:00:00Z,AmazonEC2,EUC1-DataTransfer-In-Bytes,arn:aws:ec2:eu-central-1:790348267926:natgateway/nat-08e283a51761f1e9b,shared,,0.0
2026-09-04T13:00:00Z,AmazonEC2,EUC1-DataTransfer-In-Bytes,arn:aws:ec2:eu-central-1:790348267926:natgateway/nat-08e283a51761f1e9b,shared,,0.0
2026-09-04T13:00:00Z,AmazonEC2,EUC1-DataTransfer-In-Bytes,arn:aws:ec2:eu-central-1:790348267926:natgateway/nat-08e283a51761f1e9b,shared,,0.0
2026-09-04T13:00:00Z,AmazonEC2,EUC1-DataTransfer-In-Bytes,arn:aws:ec2:eu-central-1:790348267926:natgateway/nat-08e283a51761f1e9b,shared,,0.0
2026-09-04T13:00:00Z,AmazonEC2,EUC1-DataTransfer-In-Bytes,arn:aws:ec2:eu-central-1:790348267926:natgateway/nat-08e283a51761f1e9b,shared,,0.0
2026-09-04T13:00:00Z,AmazonEC2,EUC1-DataTransfer-In-Bytes,arn:aws:ec2:eu-central-1:790348267926:natgateway/nat-08e283a51761f1e9b,shared,,0.0
2026-09-04T13:00:00Z,AmazonEC2,EUC1-DataTransfer-In-Bytes,arn:aws:ec2:eu-central-1:790348267926:natgateway/nat-08e283a51761f1e9b,shared,,0.0
2026-09-04T13:00:00Z,AmazonEC2,EUC1-DataTransfer-In-Bytes,arn:aws:ec2:eu-central-1:790348267926:natgateway/nat-08e283a51761f1e9b,shared,,0.0
2026-09-04T13:00:00Z,AmazonS3,EUC1-DataTransfer-In-Bytes,qdrant-backups-simple-rag-ef15fcb37dd0,shared,,0.0
2026-09-04T13:00:00Z,AmazonS3,EUC1-DataTransfer-In-Bytes,qdrant-backups-simple-rag-ef15fcb37dd0,shared,,0.0
2026-09-04T13:00:00Z,AmazonS3,EUC1-DataTransfer-In-Bytes,qdrant-backups-simple-rag-ef15fcb37dd0,shared,,0.0
2026-09-04T13:00:00Z,AmazonS3,EUC1-DataTransfer-In-Bytes,simple-rag-raw-docs-07f373d08a67,shared,,0.0
2026-09-04T13:00:00Z,AmazonS3,EUC1-DataTransfer-Out-Bytes,simple-rag-raw-docs-07f373d08a67,shared,,0.0
2026-09-04T13:00:00Z,AmazonS3,EUC1-DataTransfer-Out-Bytes,qdrant-backups-simple-rag-ef15fcb37dd0,shared,,0.0
2026-09-04T13:00:00Z,AmazonS3,EUC1-DataTransfer-Out-Bytes,simple-rag-raw-docs-07f373d08a67,shared,,0.0
2026-09-04T13:00:00Z,AmazonS3,EUC1-DataTransfer-Out-Bytes,qdrant-backups-simple-rag-ef15fcb37dd0,shared,,0.0
2026-09-04T13:00:00Z,AmazonS3,EUC1-DataTransfer-Out-Bytes,simple-rag-raw-docs-07f373d08a67,shared,,0.0
2026-09-04T13:00:00Z,AmazonS3,EUC1-DataTransfer-Out-Bytes,qdrant-backups-simple-rag-ef15fcb37dd0,shared,,0.0
2026-09-04T13:00:00Z,AmazonS3,EUC1-DataTransfer-Out-Bytes,simple-rag-raw-docs-07f373d08a67,shared,,0.0
2026-09-04T13:00:00Z,AmazonS3,EUC1-DataTransfer-Out-Bytes,qdrant-backups-simple-rag-ef15fcb37dd0,shared,,0.0
2026-09-04T13:00:00Z,AmazonS3,EUC1-DataTransfer-Out-Bytes,simple-rag-raw-docs-07f373d08a67,shared,,0.0
2026-09-04T13:00:00Z,AmazonS3,EUC1-DataTransfer-Out-Bytes,qdrant-backups-simple-rag-ef15fcb37dd0,shared,,0.0
2026-09-04T13:00:00Z,AmazonS3,EUC1-DataTransfer-Out-Bytes,simple-rag-raw-docs-07f373d08a67,shared,,0.0
2026-09-04T13:00:00Z,AmazonS3,EUC1-DataTransfer-Out-Bytes,qdrant-backups-simple-rag-ef15fcb37dd0,shared,,0.0
2026-09-04T13:00:00Z,AmazonS3,EUC1-DataTransfer-Out-Bytes,simple-rag-raw-docs-07f373d08a67,shared,,0.0
2026-09-04T13:00:00Z,AmazonS3,EUC1-DataTransfer-Out-Bytes,qdrant-backups-simple-rag-ef15fcb37dd0,shared,,0.0
2026-09-04T13:00:00Z,AmazonS3,EUC1-DataTransfer-Out-Bytes,simple-rag-raw-docs-07f373d08a67,shared,,0.0
2026-09-04T13:00:00Z,AmazonS3,EUC1-DataTransfer-Out-Bytes,qdrant-backups-simple-rag-ef15fcb37dd0,shared,,0.0
2026-09-04T13:00:00Z,AmazonS3,EUC1-DataTransfer-Out-Bytes,simple-rag-raw-docs-07f373d08a67,shared,,0.0
2026-09-04T13:00:00Z,AmazonS3,EUC1-DataTransfer-Out-Bytes,qdrant-backups-simple-rag-ef15fcb37dd0,shared,,0.0
2026-09-04T13:00:00Z,AmazonS3,EUC1-DataTransfer-Out-Bytes,simple-rag-raw-docs-07f373d08a67,shared,,0.0
2026-09-04T13:00:00Z,AmazonS3,EUC1-DataTransfer-Out-Bytes,simple-rag-raw-docs-07f373d08a67,shared,,0.0
2026-09-04T13:00:00Z,AmazonS3,EUC1-DataTransfer-Out-Bytes,qdrant-backups-simple-rag-ef15fcb37dd0,shared,,0.0
2026-09-04T13:00:00Z,AmazonS3,EUC1-DataTransfer-Out-Bytes,simple-rag-raw-docs-07f373d08a67,shared,,0.0
2026-09-04T13:00:00Z,AmazonS3,EUC1-DataTransfer-Out-Bytes,qdrant-backups-simple-rag-ef15fcb37dd0,shared,,0.0
2026-09-04T13:00:00Z,AmazonS3,EUC1-DataTransfer-Out-Bytes,simple-rag-raw-docs-07f373d08a67,shared,,0.0
2026-09-04T13:00:00Z,AmazonEC2,EUC1-DataTransfer-Out-Bytes,arn:aws:ec2:eu-central-1:790348267926:natgateway/nat-08e283a51761f1e9b,shared,,0.0
2026-09-04T13:00:00Z,AmazonEC2,EUC1-DataTransfer-Out-Bytes,arn:aws:ec2:eu-central-1:790348267926:natgateway/nat-08e283a51761f1e9b,shared,,0.0
2026-09-04T13:00:00Z,AmazonEC2,EUC1-DataTransfer-Out-Bytes,arn:aws:ec2:eu-central-1:790348267926:natgateway/nat-08e283a51761f1e9b,shared,,0.0
2026-09-04T13:00:00Z,AmazonEC2,EUC1-DataTransfer-Out-Bytes,arn:aws:ec2:eu-central-1:790348267926:natgateway/nat-08e283a51761f1e9b,shared,,0.0
2026-09-04T13:00:00Z,AmazonEC2,EUC1-DataTransfer-Out-Bytes,arn:aws:ec2:eu-central-1:790348267926:natgateway/nat-08e283a51761f1e9b,shared,,0.0
2026-09-04T13:00:00Z,AmazonEC2,EUC1-APE1-AWS-In-Bytes,arn:aws:ec2:eu-central-1:790348267926:natgateway/nat-08e283a51761f1e9b,shared,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/coredns-768d6544c7-7s8vv/61384ade-8cdd-4130-962a-ab207d3620e7,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/coredns-768d6544c7-7s8vv/61384ade-8cdd-4130-962a-ab207d3620e7,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/coredns-768d6544c7-fcnhp/89cfff1f-7691-43eb-b0a4-0ef524a490d3,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/coredns-768d6544c7-fcnhp/89cfff1f-7691-43eb-b0a4-0ef524a490d3,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/rag-api/api-558767889d-sxncl/001f99bc-4a23-4d4f-98b0-a108f44c577f,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/rag-api/api-558767889d-sxncl/001f99bc-4a23-4d4f-98b0-a108f44c577f,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/rag-api/api-558767889d-66pgt/7861b6d0-3eaf-484e-ba5b-5ef63048705b,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/rag-api/api-558767889d-66pgt/7861b6d0-3eaf-484e-ba5b-5ef63048705b,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/rag-api/api-558767889d-ppnth/72fa2764-17bf-4939-a4c0-bdfd9e69393d,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/rag-api/api-558767889d-ppnth/72fa2764-17bf-4939-a4c0-bdfd9e69393d,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/rag-jobs/chunker-mljf7-vkh8g/508bd50d-a9e3-4023-b312-0ed8ec0d95bd,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/rag-jobs/chunker-mljf7-vkh8g/508bd50d-a9e3-4023-b312-0ed8ec0d95bd,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/rag-jobs/chunker-p7kgk-cr5wx/487da198-675a-496f-9e26-75069fc58b92,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/rag-jobs/chunker-p7kgk-cr5wx/487da198-675a-496f-9e26-75069fc58b92,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/ebs-csi-controller-7588875979-crqnm/be2aba4d-c50a-4fd4-ab8b-46e407e300d2,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/ebs-csi-controller-7588875979-crqnm/be2aba4d-c50a-4fd4-ab8b-46e407e300d2,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/ebs-csi-controller-7588875979-pjfls/07f94411-a3e9-4bae-9f0c-d37c85534a21,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/ebs-csi-controller-7588875979-pjfls/07f94411-a3e9-4bae-9f0c-d37c85534a21,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/rag-platform/tei-embeddings-74986d5f9c-722v6/0cc56baf-ae13-48a1-9c95-68497c705d67,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/rag-platform/tei-embeddings-74986d5f9c-722v6/0cc56baf-ae13-48a1-9c95-68497c705d67,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/rag-platform/tei-embeddings-74986d5f9c-knhlq/ca74bb21-8d50-4321-ab67-d4dc2d8c8f14,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/rag-platform/tei-embeddings-74986d5f9c-knhlq/ca74bb21-8d50-4321-ab67-d4dc2d8c8f14,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/argocd/argocd-image-updater-5fbd7dbf4d-qbgc9/dc5426ae-ff21-44c9-9b44-2c4a46b5e0bc,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/argocd/argocd-image-updater-5fbd7dbf4d-qbgc9/dc5426ae-ff21-44c9-9b44-2c4a46b5e0bc,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/aws-load-balancer-controller-7f888988b9-w26fj/c994f113-b955-4a36-ab9c-92205bb984f3,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/aws-load-balancer-controller-7f888988b9-w26fj/c994f113-b955-4a36-ab9c-92205bb984f3,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/aws-load-balancer-controller-7f888988b9-hmgzb/4e69d45d-5f34-4caf-91ea-6bf19c6d59b1,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/aws-load-balancer-controller-7f888988b9-hmgzb/4e69d45d-5f34-4caf-91ea-6bf19c6d59b1,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/monitoring/monitoring-grafana-57b98c9b67-gdxvg/b4c94e1b-864b-45db-9ee7-7bda1cdb0eaf,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/monitoring/monitoring-grafana-57b98c9b67-gdxvg/b4c94e1b-864b-45db-9ee7-7bda1cdb0eaf,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/ebs-csi-node-j8pcw/9b5185c2-0f35-41ea-bfb0-f4aac29b44d0,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/ebs-csi-node-j8pcw/9b5185c2-0f35-41ea-bfb0-f4aac29b44d0,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/ebs-csi-node-jtpmh/687d125c-a553-4ce9-88e6-1052ea47d2b7,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/ebs-csi-node-jtpmh/687d125c-a553-4ce9-88e6-1052ea47d2b7,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/ebs-csi-node-wtcjg/f7bd4859-1086-4895-adb9-145b09e7c4ff,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/ebs-csi-node-wtcjg/f7bd4859-1086-4895-adb9-145b09e7c4ff,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/ebs-csi-node-9mbdl/5a50cf1c-e0dd-4ac1-b05e-218aafb94514,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/ebs-csi-node-9mbdl/5a50cf1c-e0dd-4ac1-b05e-218aafb94514,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/ebs-csi-node-b2bww/24483802-b605-4c39-b374-d5daaa2e39f4,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/ebs-csi-node-b2bww/24483802-b605-4c39-b374-d5daaa2e39f4,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/ebs-csi-node-szx42/665d8778-ddd6-44aa-b856-d907e03360b0,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/ebs-csi-node-szx42/665d8778-ddd6-44aa-b856-d907e03360b0,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/ebs-csi-node-v4br4/d63af609-eac0-4825-b718-459ba9ce65e9,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/ebs-csi-node-v4br4/d63af609-eac0-4825-b718-459ba9ce65e9,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/ebs-csi-node-qqgp4/a6116f0f-1bf9-4a31-a506-d113ac08321c,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/ebs-csi-node-qqgp4/a6116f0f-1bf9-4a31-a506-d113ac08321c,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/ebs-csi-node-9gl5k/823f586d-0c7c-4d4d-9464-5b4bdaf1921f,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/ebs-csi-node-9gl5k/823f586d-0c7c-4d4d-9464-5b4bdaf1921f,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/ebs-csi-node-984jj/72f464c4-f0e1-4434-995f-3976b259c457,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/ebs-csi-node-984jj/72f464c4-f0e1-4434-995f-3976b259c457,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/ebs-csi-node-7vr9t/0f3c368e-d2a2-4e6e-a310-23ea4570ed18,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/ebs-csi-node-7vr9t/0f3c368e-d2a2-4e6e-a310-23ea4570ed18,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/ebs-csi-node-lcppp/93173144-6920-4fc9-8588-aba8fc2d328e,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/ebs-csi-node-lcppp/93173144-6920-4fc9-8588-aba8fc2d328e,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/ebs-csi-node-mrdwm/17154658-ac04-44e6-9824-b502be4a5fcd,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/ebs-csi-node-mrdwm/17154658-ac04-44e6-9824-b502be4a5fcd,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/ebs-csi-node-fn965/8d5c02a4-486c-4f19-a0a6-e0aadf9bb07e,,,0.0
